City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
226,Luderitz,NA,-26.6481,15.1594,63.14,61,0,28.41,clear sky,09-18-2022 12:22:04
227,Okakarara,NA,-20.5833,17.4333,92.23,11,1,4.45,clear sky,09-18-2022 12:22:05
228,Georgetown,MY,5.4112,100.3354,83.89,78,20,4.61,moderate rain,09-18-2022 12:22:05
229,Balykshi,KZ,47.0667,51.8667,86.0,25,0,20.13,clear sky,09-18-2022 12:22:06
230,San Felipe,VE,10.3399,-68.7425,77.97,79,96,4.27,overcast clouds,09-18-2022 12:22:06
231,Shahrud,IR,36.4182,54.9763,81.9,22,0,7.76,clear sky,09-18-2022 12:22:06
232,San Patricio,US,28.017,-97.5169,84.83,80,1,5.1,clear sky,09-18-2022 12:22:07
233,Ibanda,TZ,-2.7974,32.4746,80.8,43,66,8.03,broken clouds,09-18-2022 12:22:07
234,Carnarvon,AU,-24.8667,113.6333,66.87,68,0,21.65,clear sky,09-18-2022 12:22:08
235,Meulaboh,ID,4.1363,96.1285,79.14,76,99,5.64,overcast clouds,09-18-2022 12:22:08
236,Chandbali,IN,20.7833,86.7667,84.61,76,95,5.77,overcast clouds,09-18-2022 12:22:08
237,Saint George,US,37.1041,-113.5841,69.94,49,0,12.66,clear sky,09-18-2022 12:19:51
238,Moron,AR,-34.6534,-58.6198,66.02,82,100,9.51,overcast clouds,09-18-2022 12:18:59
239,Asfi,MA,32.2994,-9.2372,72.45,75,20,10.47,few clouds,09-18-2022 12:22:09
240,Bathsheba,BB,13.2167,-59.5167,83.01,83,20,16.11,few clouds,09-18-2022 12:22:10
241,Kahului,US,20.8947,-156.47,79.84,73,0,10.0,clear sky,09-18-2022 12:22:10
242,Lompoc,US,34.6391,-120.4579,57.02,93,75,10.36,broken clouds,09-18-2022 12:22:10
243,Rio Grande,BR,-32.035,-52.0986,64.51,77,100,17.38,overcast clouds,09-18-2022 12:22:11
244,Sinnamary,GF,5.3833,-52.95,82.53,73,39,10.65,scattered clouds,09-18-2022 12:22:11
245,Puerto Madryn,AR,-42.7692,-65.0385,45.93,58,100,18.79,overcast clouds,09-18-2022 12:21:49
246,Mawlaik,MM,23.6333,94.4167,80.44,90,29,1.72,scattered clouds,09-18-2022 12:22:12
247,Mto Wa Mbu,TZ,-3.35,35.85,83.7,37,81,3.6,broken clouds,09-18-2022 12:22:12
248,Port Elizabeth,ZA,-33.918,25.5701,62.1,87,75,11.5,broken clouds,09-18-2022 12:22:12
249,Vila Franca Do Campo,PT,37.7167,-25.4333,80.2,80,94,3.83,overcast clouds,09-18-2022 12:22:13
250,Zhigansk,RU,66.7697,123.3711,34.25,98,99,12.95,light snow,09-18-2022 12:22:13
251,La Cruz,MX,23.9167,-106.9,77.99,94,81,10.31,broken clouds,09-18-2022 12:22:14
252,Itarema,BR,-2.9248,-39.9167,84.7,61,67,15.66,broken clouds,09-18-2022 12:22:14
253,Srednekolymsk,RU,67.45,153.6833,35.22,66,1,8.3,clear sky,09-18-2022 12:22:14
254,Saint-Augustin,CA,51.226,-58.6502,45.05,56,16,19.64,few clouds,09-18-2022 12:22:15
255,Port Lincoln,AU,-34.7333,135.8667,50.7,69,74,4.97,broken clouds,09-18-2022 12:22:15
256,Calamar,CO,10.2511,-74.9146,76.89,91,95,3.62,overcast clouds,09-18-2022 12:22:16
257,Buraydah,SA,26.326,43.975,108.05,7,0,4.85,clear sky,09-18-2022 12:22:16
258,Northam,GB,51.0333,-4.2167,60.39,63,19,8.77,few clouds,09-18-2022 12:22:17
259,Norman Wells,CA,65.282,-126.8329,41.04,93,75,2.3,broken clouds,09-18-2022 12:22:17
260,Lakshmeshwar,IN,15.1333,75.4667,78.93,68,81,13.89,broken clouds,09-18-2022 12:22:17
261,Benalla,AU,-36.55,145.9833,51.55,97,100,6.73,overcast clouds,09-18-2022 12:22:18
262,Lagos,NG,6.5833,3.75,82.11,73,74,9.15,light rain,09-18-2022 12:22:18
263,Glamoc,BA,44.0458,16.8486,53.6,37,0,3.74,clear sky,09-18-2022 12:22:19
264,Bubaque,GW,11.2833,-15.8333,79.05,79,100,3.11,moderate rain,09-18-2022 12:22:19
265,Vossevangen,NO,60.623,6.4229,54.79,66,95,6.67,overcast clouds,09-18-2022 12:22:19
266,Moose Factory,CA,51.2585,-80.6094,44.6,87,0,10.36,clear sky,09-18-2022 12:22:20
267,El Alto,PE,-4.2714,-81.2147,60.46,83,41,6.58,scattered clouds,09-18-2022 12:22:20
268,Taunggyi,MM,20.7833,97.0333,65.62,95,65,4.43,broken clouds,09-18-2022 12:22:21
269,Corrente,BR,-3.7367,-43.3394,85.64,52,18,6.67,few clouds,09-18-2022 12:22:21
270,Port-Gentil,GA,-0.7193,8.7815,82.36,69,40,17.27,scattered clouds,09-18-2022 12:22:21
271,Iraquara,BR,-12.2486,-41.6194,71.31,65,98,11.59,overcast clouds,09-18-2022 12:22:22
272,Joshimath,IN,30.5667,79.5667,70.72,85,75,3.4,broken clouds,09-18-2022 12:22:22
273,Utica,US,43.1009,-75.2327,66.72,88,79,1.01,broken clouds,09-18-2022 12:22:23
274,Ormara,PK,25.2088,64.6357,81.61,77,44,11.59,scattered clouds,09-18-2022 12:22:23
275,Bonthe,SL,7.5264,-12.505,74.43,94,100,9.37,heavy intensity rain,09-18-2022 12:22:23
276,Pitimbu,BR,-7.4706,-34.8086,81.19,71,47,14.2,scattered clouds,09-18-2022 12:22:24
277,La Seyne-Sur-Mer,FR,43.0982,5.8847,76.95,60,78,5.99,broken clouds,09-18-2022 12:22:24
278,Luganville,VU,-15.5333,167.1667,78.75,85,66,14.36,light rain,09-18-2022 12:22:25
279,Morehead,US,37.2711,-87.1764,63.99,97,0,0.0,clear sky,09-18-2022 12:22:25
280,Gamba,GA,-2.65,10.0,79.36,69,91,8.57,overcast clouds,09-18-2022 12:22:25
281,Broken Hill,AU,-31.95,141.4333,54.64,52,5,6.71,clear sky,09-18-2022 12:22:26
282,Aykhal,RU,66.0,111.5,24.94,78,79,4.36,broken clouds,09-18-2022 12:22:26
283,Najran,SA,17.4924,44.1277,99.25,13,66,13.87,broken clouds,09-18-2022 12:22:27
284,Copiapo,CL,-27.3667,-70.3333,49.69,62,0,0.76,clear sky,09-18-2022 12:19:27
285,Pauini,BR,-7.7136,-66.9764,82.04,59,54,3.69,broken clouds,09-18-2022 12:22:27
286,Cidreira,BR,-30.1811,-50.2056,62.51,69,86,14.41,overcast clouds,09-18-2022 12:22:28
287,Puerto Escondido,MX,15.85,-97.0667,74.23,68,75,3.44,broken clouds,09-18-2022 12:22:28
288,Reconquista,AR,-29.15,-59.65,65.7,62,100,9.91,overcast clouds,09-18-2022 12:22:28
289,Motygino,RU,58.1831,94.7592,49.05,74,85,3.04,overcast clouds,09-18-2022 12:22:29
290,Oeiras Do Para,BR,-2.0031,-49.8544,84.2,63,29,6.24,scattered clouds,09-18-2022 12:22:29
291,Raudeberg,NO,61.9875,5.1352,52.47,71,88,24.47,overcast clouds,09-18-2022 12:22:30
292,Luwuk,ID,-0.9516,122.7875,77.85,88,28,3.51,scattered clouds,09-18-2022 12:22:30
293,Olafsvik,IS,64.8945,-23.7142,50.13,77,75,15.43,broken clouds,09-18-2022 12:22:30
294,Okitipupa,NG,6.5047,4.7839,80.51,79,95,6.08,light rain,09-18-2022 12:22:31
295,Bend,US,44.0582,-121.3153,48.06,89,100,3.0,overcast clouds,09-18-2022 12:22:31
296,Porto De Moz,BR,-1.7483,-52.2383,83.86,63,18,6.42,few clouds,09-18-2022 12:22:32
297,Sosnovoborsk,RU,56.1325,93.3589,49.91,63,9,4.54,clear sky,09-18-2022 12:22:32
298,Prince Albert,CA,53.2001,-105.7677,46.35,87,75,2.3,broken clouds,09-18-2022 12:22:32
299,Porto Novo,BJ,6.4965,2.6036,81.63,74,91,10.71,light rain,09-18-2022 12:22:33
300,Benito Juarez,MX,19.385,-99.165,60.94,92,100,3.44,overcast clouds,09-18-2022 12:22:33
301,Mocajuba,BR,-2.5842,-49.5072,83.8,64,37,5.32,scattered clouds,09-18-2022 12:22:00
302,Kanye,BW,-24.9667,25.3327,86.79,10,0,14.43,clear sky,09-18-2022 12:22:34
303,Cherskiy,RU,68.75,161.3,32.31,69,96,9.08,overcast clouds,09-18-2022 12:22:34
304,Baoqing,CN,46.3317,132.2111,55.78,64,0,12.06,clear sky,09-18-2022 12:22:35
305,Tucano,BR,-10.9631,-38.7867,80.42,50,40,9.4,scattered clouds,09-18-2022 12:22:35
306,Awbari,LY,26.5921,12.7805,100.8,7,0,10.02,clear sky,09-18-2022 12:19:33
307,Karratha,AU,-20.7377,116.8463,74.61,51,2,13.27,clear sky,09-18-2022 12:22:36
308,Butterworth,MY,5.3991,100.3638,84.0,78,20,4.61,light rain,09-18-2022 12:22:36
309,Lavrentiya,RU,65.5833,-171.0,38.55,94,100,15.82,overcast clouds,09-18-2022 12:22:36
310,Imbituba,BR,-28.24,-48.6703,62.85,75,88,6.89,overcast clouds,09-18-2022 12:22:37
311,Ustek,CZ,50.5847,14.3433,56.89,45,55,16.35,light rain,09-18-2022 12:22:37
312,Trogir,HR,43.5125,16.2517,73.45,25,20,9.22,few clouds,09-18-2022 12:22:38
313,San Francisco De Macoris,DO,19.2952,-70.2554,77.41,85,86,4.14,overcast clouds,09-18-2022 12:22:38
314,Kibre Mengist,ET,5.8833,38.9833,80.78,34,43,5.7,scattered clouds,09-18-2022 12:22:38
315,Panguna,PG,-6.3164,155.4848,68.7,97,77,3.11,light rain,09-18-2022 12:22:39
316,Saint-Pierre,RE,-21.3393,55.4781,78.48,61,100,10.36,overcast clouds,09-18-2022 12:22:39
317,Grand-Lahou,CI,5.1367,-5.0242,81.39,69,78,9.66,broken clouds,09-18-2022 12:22:39
318,Sisimiut,GL,66.9395,-53.6735,42.1,92,100,12.73,overcast clouds,09-18-2022 12:22:40
319,Haines Junction,CA,60.7522,-137.5108,33.75,93,100,0.0,overcast clouds,09-18-2022 12:22:40
320,Sosnovo-Ozerskoye,RU,52.5249,111.5418,37.49,58,43,8.12,scattered clouds,09-18-2022 12:22:41
321,San Cristobal,VE,7.7669,-72.225,66.38,81,99,2.68,overcast clouds,09-18-2022 12:20:14
322,Batagay,RU,67.6333,134.6333,37.09,73,100,4.52,overcast clouds,09-18-2022 12:22:41
323,Bam,IR,29.106,58.357,93.45,9,2,12.1,clear sky,09-18-2022 12:22:41
324,Stockach,DE,47.85,9.0167,60.75,53,88,8.23,overcast clouds,09-18-2022 12:22:42
325,Hargeysa,SO,9.56,44.065,90.27,21,22,7.23,few clouds,09-18-2022 12:22:42
326,Leshukonskoye,RU,64.8989,45.7622,51.21,88,94,6.33,overcast clouds,09-18-2022 12:22:43
327,Rabat,MA,33.9911,-6.8401,80.04,77,40,8.05,scattered clouds,09-18-2022 12:22:43
328,San Quintin,MX,30.4833,-115.95,65.89,81,67,7.72,broken clouds,09-18-2022 12:22:43
329,Shingu,JP,33.7333,135.9833,80.19,93,100,16.75,overcast clouds,09-18-2022 12:22:44
330,Borazjan,IR,29.2666,51.2159,101.34,17,0,11.12,clear sky,09-18-2022 12:22:44
331,Tevriz,RU,57.509,72.4042,60.12,46,96,10.04,overcast clouds,09-18-2022 12:22:45
332,Novopskov,UA,49.5464,39.0899,85.01,39,75,18.92,broken clouds,09-18-2022 12:22:45
333,Rudbar,AF,30.15,62.6,97.25,9,0,17.09,clear sky,09-18-2022 12:22:45
334,Zheleznogorsk-Ilimskiy,RU,56.5768,104.1217,42.67,76,44,1.83,scattered clouds,09-18-2022 12:22:46
335,Harare,ZW,-17.8294,31.0539,79.83,29,9,4.59,clear sky,09-18-2022 12:20:38
336,Port Lavaca,US,28.615,-96.6261,77.05,92,0,0.0,clear sky,09-18-2022 12:22:46
337,Arica,CL,-18.475,-70.3042,59.23,77,100,5.75,overcast clouds,09-18-2022 12:22:47
338,Pangoa,PE,-12.1167,-73.0,72.37,75,29,1.39,scattered clouds,09-18-2022 12:22:47
339,Kindu,CD,-2.95,25.95,72.32,94,100,3.18,light rain,09-18-2022 12:22:47
340,Umba,RU,66.6871,34.3429,51.69,83,100,8.41,overcast clouds,09-18-2022 12:22:48
341,Ayan,RU,56.45,138.1667,48.13,97,100,9.4,moderate rain,09-18-2022 12:22:48
342,Constitucion,CL,-35.3333,-72.4167,44.82,77,22,8.01,few clouds,09-18-2022 12:22:49
343,Nouadhibou,MR,20.931,-17.0347,82.38,57,0,16.11,clear sky,09-18-2022 12:22:49
344,Mundo Nuevo,MX,18.7,-95.5,75.42,95,96,8.14,overcast clouds,09-18-2022 12:22:49
345,Ust-Maya,RU,60.4167,134.5333,39.88,95,100,4.38,light rain,09-18-2022 12:22:50
346,Pointe-Noire,CG,-4.7761,11.8635,79.54,71,89,10.16,overcast clouds,09-18-2022 12:22:50
347,Katsuura,JP,35.1333,140.3,79.74,91,100,18.75,overcast clouds,09-18-2022 12:22:51
348,Touros,BR,-5.1989,-35.4608,81.34,70,42,13.29,scattered clouds,09-18-2022 12:22:51
349,Itoman,JP,26.1247,127.6694,82.42,85,75,24.16,broken clouds,09-18-2022 12:22:52
350,Trelew,AR,-43.249,-65.3051,46.17,57,95,15.5,overcast clouds,09-18-2022 12:22:52
351,Sabang,ID,5.8933,95.3214,83.23,73,93,22.3,overcast clouds,09-18-2022 12:22:52
352,Kristinehamn,SE,59.3098,14.1081,57.76,45,82,6.91,broken clouds,09-18-2022 12:22:53
353,Puerto Ayacucho,VE,5.6639,-67.6236,76.14,90,88,3.04,overcast clouds,09-18-2022 12:22:53
354,Kaitangata,NZ,-46.2817,169.8464,43.79,95,87,7.09,overcast clouds,09-18-2022 12:22:54
355,Ginir,ET,7.1333,40.7,75.79,37,52,4.83,broken clouds,09-18-2022 12:22:54
356,Moyo,UG,3.6609,31.7247,82.99,52,21,2.62,few clouds,09-18-2022 12:22:54
357,Puro,PH,12.4841,123.3827,82.62,76,100,14.41,overcast clouds,09-18-2022 12:22:55
358,Mount Isa,AU,-20.7333,139.5,71.37,28,2,3.44,clear sky,09-18-2022 12:22:55
359,Dovers,VC,12.8833,-61.1833,81.99,75,96,18.41,overcast clouds,09-18-2022 12:22:55
360,Azare,NG,11.6765,10.1948,84.6,55,92,4.09,overcast clouds,09-18-2022 12:22:56
361,Leningradskiy,RU,69.3833,178.4167,33.03,97,100,23.06,light snow,09-18-2022 12:22:56
362,Shu,KZ,43.5983,73.7614,83.52,14,96,11.39,overcast clouds,09-18-2022 12:22:57
363,Loding,NO,67.3,14.75,56.32,78,75,7.0,broken clouds,09-18-2022 12:22:57
364,Progreso,MX,21.2833,-89.6667,76.1,93,11,5.93,few clouds,09-18-2022 12:22:57
365,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,60.28,73,100,13.29,overcast clouds,09-18-2022 12:22:58
366,Acarau,BR,-2.8856,-40.12,84.16,63,76,16.13,broken clouds,09-18-2022 12:22:58
367,Pangai,TO,-19.8,-174.35,75.31,88,75,16.11,broken clouds,09-18-2022 12:22:59
368,Khash,IR,28.2211,61.2158,91.89,10,21,11.86,few clouds,09-18-2022 12:22:59
369,Taoudenni,ML,22.6783,-3.9836,102.67,12,46,7.29,scattered clouds,09-18-2022 12:23:00
370,Effingham,US,32.3669,-81.3332,71.55,96,12,5.75,few clouds,09-18-2022 12:21:34
371,Flin Flon,CA,54.7682,-101.865,49.84,100,100,4.61,overcast clouds,09-18-2022 12:23:00
372,Sikeston,US,36.8767,-89.5879,67.89,94,0,0.0,clear sky,09-18-2022 12:19:07
373,Bonavista,CA,48.6499,-53.1147,54.16,66,31,20.04,scattered clouds,09-18-2022 12:23:01
374,Kloulklubed,PW,7.0419,134.2556,77.5,82,100,18.5,light rain,09-18-2022 12:23:01
375,Faya,SA,18.3851,42.4509,78.91,37,72,11.34,broken clouds,09-18-2022 12:23:02
376,Nanakuli,US,21.3906,-158.1547,78.46,81,0,4.61,light intensity drizzle,09-18-2022 12:23:02
377,Guapore,BR,-28.8456,-51.8903,55.71,62,84,7.07,broken clouds,09-18-2022 12:23:02
378,Saint-Francois,FR,46.4154,3.9054,62.04,45,0,4.61,clear sky,09-18-2022 12:18:21
379,Tulsipur,NP,28.131,82.2973,77.14,90,93,1.36,overcast clouds,09-18-2022 12:23:03
380,Palembang,ID,-2.9167,104.7458,80.69,83,40,4.61,moderate rain,09-18-2022 12:23:03
381,Midland,US,31.9974,-102.0779,70.68,85,0,8.05,clear sky,09-18-2022 12:22:33
382,Puerto Varas,CL,-41.3195,-72.9854,39.42,100,100,2.3,overcast clouds,09-18-2022 12:23:04
383,Narsaq,GL,60.9167,-46.05,57.42,68,99,5.41,overcast clouds,09-18-2022 12:23:04
384,Port Said,EG,31.2565,32.2841,80.08,63,0,13.58,clear sky,09-18-2022 12:23:05
385,Port-Cartier,CA,50.0334,-66.8654,46.74,60,2,13.04,clear sky,09-18-2022 12:23:05
386,Gao,ML,16.6362,1.637,85.73,50,99,5.68,overcast clouds,09-18-2022 12:23:06
387,Hojai,IN,26.0,92.8667,83.37,85,88,3.67,overcast clouds,09-18-2022 12:23:06
388,Libenge,CD,3.65,18.6333,81.73,75,99,3.38,moderate rain,09-18-2022 12:23:06
389,Saint-Louis,SN,16.3333,-15.0,91.04,27,83,3.69,broken clouds,09-18-2022 12:23:07
390,Shache,CN,38.4167,77.2406,82.85,20,3,9.04,clear sky,09-18-2022 12:23:07
391,Balagansk,RU,54.0103,103.0544,50.38,63,87,3.89,overcast clouds,09-18-2022 12:23:08
392,Bandarbeyla,SO,9.4942,50.8122,86.32,56,0,28.88,clear sky,09-18-2022 12:23:08
393,Kushiro,JP,42.975,144.3747,67.15,100,75,1.14,fog,09-18-2022 12:23:09
394,Aracati,BR,-4.5617,-37.7697,86.61,48,22,12.82,few clouds,09-18-2022 12:23:09
395,Aljezur,PT,37.3191,-8.8033,80.78,59,51,17.38,broken clouds,09-18-2022 12:23:10
396,Nuevo Progreso,MX,23.1667,-97.95,75.47,80,30,2.64,light rain,09-18-2022 12:23:10
397,Champerico,GT,14.3,-91.9167,76.82,89,100,8.37,overcast clouds,09-18-2022 12:23:10
398,Shonguy,RU,68.7526,33.146,48.27,100,100,6.71,overcast clouds,09-18-2022 12:23:11
399,Pavlodar,KZ,52.3,76.95,66.0,22,0,8.95,clear sky,09-18-2022 12:18:14
400,Ixtapa,MX,20.7,-105.2,77.23,100,75,4.61,broken clouds,09-18-2022 12:23:11
401,Ballina,AU,-28.8667,153.5667,62.64,57,81,9.37,broken clouds,09-18-2022 12:23:12
402,Roald,NO,62.5833,6.1333,57.76,76,75,19.57,broken clouds,09-18-2022 12:23:12
403,Nacala,MZ,-14.5428,40.6728,83.52,49,20,11.59,few clouds,09-18-2022 12:23:13
404,Nabire,ID,-3.3667,135.4833,76.57,88,65,3.04,broken clouds,09-18-2022 12:23:13
405,Lukovetskiy,RU,64.2956,41.9211,52.66,89,100,8.37,overcast clouds,09-18-2022 12:20:16
406,Padang,ID,-0.9492,100.3543,75.25,90,100,3.13,moderate rain,09-18-2022 12:21:28
407,Vaitape,PF,-16.5167,-151.75,78.03,73,2,18.84,clear sky,09-18-2022 12:23:14
408,Tabou,CI,4.423,-7.3528,81.52,67,91,10.11,overcast clouds,09-18-2022 12:23:14
409,Arman,RU,59.7,150.1667,34.02,89,51,2.73,broken clouds,09-18-2022 12:23:14
410,Kankan,GN,10.3854,-9.3057,73.44,94,100,6.38,light rain,09-18-2022 12:23:15
411,Valencia,ES,39.3333,-0.8333,72.84,81,99,6.98,overcast clouds,09-18-2022 12:21:30
412,Belmonte,BR,-15.8631,-38.8828,70.84,83,99,12.12,overcast clouds,09-18-2022 12:23:15
413,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,60.51,83,97,3.15,overcast clouds,09-18-2022 12:23:16
414,Baykit,RU,61.67,96.37,47.57,95,100,3.94,overcast clouds,09-18-2022 12:23:16
415,Komatipoort,ZA,-25.4332,31.9548,96.04,15,0,12.77,clear sky,09-18-2022 12:23:16
416,Chama,CH,47.1821,8.4636,63.95,57,20,4.61,few clouds,09-18-2022 12:23:17
417,Vardo,NO,70.3705,31.1107,48.18,93,100,12.66,light rain,09-18-2022 12:23:17
418,Khandyga,RU,62.6667,135.6,40.82,94,100,4.99,light rain,09-18-2022 12:23:18
419,Ahuimanu,US,21.4447,-157.8378,78.21,85,20,4.0,few clouds,09-18-2022 12:23:18
420,Dwarka,IN,22.2394,68.9678,82.53,73,93,10.09,overcast clouds,09-18-2022 12:23:18
421,Urusha,RU,54.05,122.9,34.54,51,61,13.89,broken clouds,09-18-2022 12:23:19
422,Iqaluit,CA,63.7506,-68.5145,40.73,75,40,19.57,scattered clouds,09-18-2022 12:23:19
423,Rio De Jesus,PA,7.9844,-81.1631,75.88,95,99,2.55,overcast clouds,09-18-2022 12:23:20
424,Khorramshahr,IR,30.4397,48.1664,107.56,9,0,4.61,clear sky,09-18-2022 12:23:20
425,Deniliquin,AU,-35.5333,144.9667,46.6,95,59,9.19,broken clouds,09-18-2022 12:23:21
426,Lambarene,GA,-0.7001,10.2406,82.42,74,100,5.77,overcast clouds,09-18-2022 12:23:21
427,Salinopolis,BR,-0.6136,-47.3561,82.8,71,36,12.17,scattered clouds,09-18-2022 12:20:50
428,Mozarlandia,BR,-14.7447,-50.5706,91.81,31,55,9.53,broken clouds,09-18-2022 12:23:22
429,Oksfjord,NO,70.2396,22.3479,46.58,91,100,7.72,overcast clouds,09-18-2022 12:23:22
430,Palmas,BR,-10.2128,-48.3603,87.67,55,20,8.05,few clouds,09-18-2022 12:19:16
431,Ugoofaaru,MV,5.6667,73.0,81.99,73,97,8.57,overcast clouds,09-18-2022 12:23:22
432,Gandajika,CD,-6.75,23.95,90.09,37,100,9.57,overcast clouds,09-18-2022 12:23:23
433,Zarubino,RU,42.63,131.0922,66.81,67,9,16.73,clear sky,09-18-2022 12:23:23
434,Klaksvik,FO,62.2266,-6.589,50.92,68,86,6.49,overcast clouds,09-18-2022 12:23:24
435,Jalu,LY,29.0331,21.5482,96.96,11,0,4.16,clear sky,09-18-2022 12:23:24
436,Adelaide,AU,-34.9333,138.6,54.1,74,75,9.22,broken clouds,09-18-2022 12:21:59
437,Silver City,US,32.7701,-108.2803,67.68,51,0,8.05,clear sky,09-18-2022 12:23:25
438,Magistralnyy,RU,56.1725,107.4458,36.97,70,26,0.67,scattered clouds,09-18-2022 12:23:25
439,Pavlivka,UA,49.4414,28.4596,53.11,85,96,17.13,overcast clouds,09-18-2022 12:23:25
440,Maldonado,UY,-34.6667,-54.9167,60.19,80,100,14.09,overcast clouds,09-18-2022 12:23:26
441,Vanavara,RU,60.34,102.2797,44.01,80,94,4.9,overcast clouds,09-18-2022 12:23:26
442,Sur,OM,22.5667,59.5289,90.59,57,0,4.68,clear sky,09-18-2022 12:22:16
443,Ahipara,NZ,-35.1667,173.1667,58.6,79,100,14.25,light rain,09-18-2022 12:23:27
444,Riyadh,SA,24.6877,46.7219,104.14,9,0,10.29,clear sky,09-18-2022 12:22:41
445,Erenhot,CN,43.6475,111.9767,59.85,25,88,12.97,overcast clouds,09-18-2022 12:23:28
446,Port Macquarie,AU,-31.4333,152.9167,59.9,68,96,6.62,overcast clouds,09-18-2022 12:23:28
447,Massakory,TD,12.996,15.7293,81.5,64,100,6.08,overcast clouds,09-18-2022 12:23:28
448,Sampit,ID,-2.5333,112.95,76.91,93,62,2.24,moderate rain,09-18-2022 12:23:29
449,Cambridge,CA,43.3601,-80.3127,69.04,88,100,9.22,overcast clouds,09-18-2022 12:23:29
450,San Francisco,US,37.7749,-122.4194,64.38,80,100,19.57,overcast clouds,09-18-2022 12:22:10
451,Kita,ML,13.0349,-9.4895,80.44,71,95,5.37,overcast clouds,09-18-2022 12:23:30
