City_ID,City,Country,Max Temp,Lat,Lng,Humidity,Cloudiness,Wind Speed,Date
278,Mahebourg,MU,70.25,-20.4081,57.7,76,23,15.68,2022-09-18 02:03:13
279,Touros,BR,76.6,-5.1989,-35.4608,82,7,13.0,2022-09-18 02:04:13
280,Cuenca,EC,53.38,-2.8833,-78.9833,92,57,2.44,2022-09-18 02:02:48
281,Houma,US,78.01,29.5958,-90.7195,92,100,1.99,2022-09-18 02:04:14
282,Taoudenni,ML,88.95,22.6783,-3.9836,18,0,9.86,2022-09-18 02:04:14
283,Rio Claro,BR,56.01,-22.4114,-47.5614,64,0,11.12,2022-09-18 02:04:15
284,San Ramon,US,64.81,37.7799,-121.978,75,20,14.97,2022-09-18 02:04:15
285,Sibolga,ID,77.5,1.7427,98.7792,84,100,2.71,2022-09-18 02:04:16
286,San Patricio,US,85.95,28.017,-97.5169,71,0,9.89,2022-09-18 02:04:16
287,Biak,ID,82.53,-0.9131,122.8766,64,87,4.34,2022-09-18 02:04:16
288,Hervey Bay,AU,72.41,-25.2986,152.8535,48,0,5.68,2022-09-18 02:04:17
289,Moyo,UG,62.62,3.6609,31.7247,96,10,2.01,2022-09-18 02:04:17
290,Saint-Donat-De-Montcalm,CA,52.84,46.3187,-74.2219,76,100,2.46,2022-09-18 02:04:18
291,Coquimbo,CL,54.14,-29.9533,-71.3436,80,0,3.2,2022-09-18 02:04:18
292,Sao Joao Da Barra,BR,63.01,-21.6403,-41.0511,84,0,9.93,2022-09-18 02:04:19
293,Springfield,US,79.03,37.2153,-93.2982,67,0,12.66,2022-09-18 02:01:12
294,Srivardhan,IN,76.3,18.0333,73.0167,89,82,6.15,2022-09-18 02:04:19
295,Coahuayana,MX,75.7,18.7333,-103.6833,98,100,6.62,2022-09-18 02:04:20
296,Pinotepa De Don Luis,MX,69.19,16.4167,-97.9167,98,100,2.44,2022-09-18 02:04:20
297,Thanh Hoa,VN,83.62,19.8,105.7667,79,100,3.56,2022-09-18 02:04:21
298,Oussouye,SN,77.67,12.485,-16.5469,89,100,3.67,2022-09-18 02:04:21
299,Zeya,RU,47.41,53.75,127.2667,97,100,6.02,2022-09-18 02:04:22
300,Bengkulu,ID,79.9,-3.8004,102.2655,77,69,4.07,2022-09-18 02:04:22
301,Oranjestad,AW,84.15,12.524,-70.027,79,100,8.03,2022-09-18 02:04:23
302,Faanui,PF,78.42,-16.4833,-151.75,72,4,15.3,2022-09-18 02:04:23
303,Hobyo,SO,75.97,5.3505,48.5268,81,95,17.83,2022-09-18 02:04:23
304,Xuddur,SO,69.04,4.1213,43.8894,75,30,11.9,2022-09-18 02:04:24
305,Asau,RO,54.52,46.4333,26.4,94,95,9.78,2022-09-18 02:04:24
306,Pinhao,BR,47.21,-25.6956,-51.6597,86,0,9.46,2022-09-18 02:04:24
307,Cabedelo,BR,75.06,-6.9811,-34.8339,86,19,9.6,2022-09-18 02:00:46
308,Palasa,IN,82.72,18.7667,84.4167,75,100,3.62,2022-09-18 02:04:25
309,Maloy,NO,47.93,61.9353,5.1136,84,100,25.39,2022-09-18 02:04:25
310,Dunedin,NZ,52.81,-45.8742,170.5036,70,81,3.0,2022-09-18 02:03:01
311,Skeldon,GY,78.69,5.8833,-57.1333,88,36,7.0,2022-09-18 02:04:26
312,Sovetsk,RU,46.08,55.0839,21.8785,96,84,5.99,2022-09-18 02:04:26
313,Kahului,US,82.85,20.8947,-156.47,79,68,5.01,2022-09-18 01:59:48
314,Khandyga,RU,47.17,62.6667,135.6,59,100,4.14,2022-09-18 02:04:27
315,Preeceville,CA,53.51,51.95,-102.6677,87,100,5.37,2022-09-18 02:04:27
316,Smithers,CA,53.73,54.7804,-127.1743,64,28,1.88,2022-09-18 02:00:37
317,Jadu,LY,71.06,31.953,12.0261,39,2,3.87,2022-09-18 02:04:28
318,Abu Kamal,SY,82.18,34.4506,40.9171,28,0,7.92,2022-09-18 02:04:28
319,Jalu,LY,77.45,29.0331,21.5482,27,0,6.24,2022-09-18 02:04:29
320,Carroll,US,69.49,39.5501,-77.0164,82,100,1.99,2022-09-18 02:04:29
321,Krutikha,RU,46.94,53.9599,81.2093,57,1,5.3,2022-09-18 02:04:29
322,Ban Chang,TH,87.48,12.7254,101.0553,77,75,5.75,2022-09-18 02:04:30
323,Usinsk,RU,45.95,65.9939,57.5281,75,100,10.92,2022-09-18 02:04:30
324,Hurghada,EG,79.77,27.2574,33.8129,44,0,10.58,2022-09-18 02:05:31
325,Bonthe,SL,75.31,7.5264,-12.505,92,100,7.78,2022-09-18 02:05:31
326,Mount Gambier,AU,56.61,-37.8333,140.7667,65,14,14.27,2022-09-18 02:05:32
327,Mehamn,NO,44.55,71.0357,27.8492,87,100,18.41,2022-09-18 02:05:32
328,Tsumeb,NA,69.21,-19.2333,17.7167,19,0,3.09,2022-09-18 02:05:32
329,Namatanai,PG,86.16,-3.6667,152.4333,63,89,7.85,2022-09-18 02:05:33
330,Maumere,ID,83.37,-8.6199,122.2111,67,100,0.51,2022-09-18 02:05:33
331,Strezhevoy,RU,48.54,60.7333,77.5889,71,91,8.48,2022-09-18 02:05:34
332,San Quintin,MX,68.34,30.4833,-115.95,77,0,13.04,2022-09-18 02:05:34
333,Sorland,NO,49.86,67.667,12.6934,82,100,30.49,2022-09-18 02:05:34
334,Baculin,PH,88.11,7.4525,126.5842,61,86,9.55,2022-09-18 02:05:35
335,Kavieng,PG,85.73,-2.5744,150.7967,63,56,8.57,2022-09-18 02:05:35
336,Sault Sainte Marie,CA,71.89,46.5168,-84.3333,73,100,4.61,2022-09-18 02:03:48
337,Ratnagiri,IN,77.11,16.9833,73.3,85,99,2.24,2022-09-18 02:05:36
338,Villa Rica,US,72.68,33.7321,-84.9191,95,0,2.64,2022-09-18 02:05:36
339,Okhotsk,RU,52.65,59.3833,143.3,61,64,10.63,2022-09-18 02:05:36
340,Yerbogachen,RU,38.88,61.2767,108.0108,45,15,7.2,2022-09-18 02:05:37
341,Port Lincoln,AU,59.97,-34.7333,135.8667,64,4,20.83,2022-09-18 02:01:09
342,Qandala,SO,87.84,11.472,49.8728,54,100,2.3,2022-09-18 02:05:37
343,Urucui,BR,80.26,-7.2294,-44.5561,30,6,5.77,2022-09-18 02:05:38
344,Grand-Santi,GF,74.62,4.25,-54.3833,88,23,3.33,2022-09-18 02:05:38
345,Valenca,BR,69.06,-13.3703,-39.0731,97,49,2.55,2022-09-18 02:05:39
346,Mackay,AU,80.69,-21.15,149.2,75,67,7.25,2022-09-18 02:00:41
347,Shadrinsk,RU,59.61,56.0852,63.6335,55,92,13.24,2022-09-18 02:05:39
348,Saint-Pierre,RE,65.88,-21.3393,55.4781,72,0,3.44,2022-09-18 02:05:40
349,Soller,ES,70.86,39.7662,2.7152,65,100,1.01,2022-09-18 02:05:40
350,Ust-Omchug,RU,47.48,61.15,149.6333,32,46,9.51,2022-09-18 02:02:32
351,Thinadhoo,MV,81.77,0.5333,72.9333,69,17,6.42,2022-09-18 02:05:41
352,Acajutla,SV,79.38,13.5928,-89.8275,83,100,6.08,2022-09-18 02:05:41
353,Port Macquarie,AU,71.89,-31.4333,152.9167,37,100,7.81,2022-09-18 02:05:41
354,Makakilo City,US,86.32,21.3469,-158.0858,50,40,16.11,2022-09-18 02:05:42
355,Along,IN,78.1,28.1667,94.7667,89,95,0.38,2022-09-18 02:05:42
356,Yangambi,CD,69.76,0.8102,24.4336,99,100,2.53,2022-09-18 02:05:43
357,Camana,PE,61.09,-16.6228,-72.7111,85,51,10.29,2022-09-18 02:05:43
358,Atar,MR,83.71,20.5169,-13.0499,32,100,8.41,2022-09-18 02:05:43
359,Lebanon,US,75.25,36.2081,-86.2911,81,100,0.0,2022-09-18 02:05:17
360,Kudahuvadhoo,MV,81.34,2.6708,72.8944,67,92,4.54,2022-09-18 02:05:44
361,Monrovia,LR,75.76,6.3005,-10.7969,86,100,12.17,2022-09-18 02:05:44
362,Khor,RU,63.61,47.8861,134.9464,85,98,6.4,2022-09-18 02:05:45
363,Honningsvag,NO,44.35,70.9821,25.9704,87,75,19.57,2022-09-18 02:05:45
364,Drabiv,UA,53.02,49.963,32.1529,96,100,10.13,2022-09-18 02:05:46
365,Clifton,US,71.46,40.8584,-74.1638,81,40,5.75,2022-09-18 02:05:46
366,Chornukhy,UA,52.93,50.2673,32.942,97,100,10.98,2022-09-18 02:05:46
367,Morondava,MG,71.67,-20.2833,44.2833,80,28,2.06,2022-09-18 02:05:47
368,Asia,PH,84.56,9.5506,122.5164,74,35,9.22,2022-09-18 02:05:47
369,Zhangzhou,CN,90.95,24.5133,117.6556,44,34,3.78,2022-09-18 02:05:47
370,Burnie,AU,57.92,-41.0667,145.9167,89,100,13.53,2022-09-18 02:05:48
371,Saskylakh,RU,33.89,71.9167,114.0833,91,94,12.33,2022-09-18 02:05:48
372,Hammerfest,NO,45.05,70.6634,23.6821,93,100,16.11,2022-09-18 02:06:49
373,Tual,ID,81.36,-5.6667,132.75,76,100,0.83,2022-09-18 02:06:49
374,Praia Da Vitoria,PT,71.76,38.7333,-27.0667,95,70,8.63,2022-09-18 02:06:49
375,Kavaratti,IN,81.18,10.5669,72.642,77,100,11.88,2022-09-18 02:06:50
376,Charters Towers,AU,86.72,-20.1,146.2667,41,0,8.7,2022-09-18 02:06:50
377,Chadiza,ZM,63.57,-14.0678,32.4392,51,99,2.46,2022-09-18 02:06:51
378,Tochio,JP,91.54,37.4667,139.0,61,100,3.18,2022-09-18 02:06:51
379,Ust-Kuyga,RU,40.08,70.0167,135.6,51,78,1.61,2022-09-18 02:06:51
380,Ambon,ID,87.94,-3.6954,128.1814,62,20,3.44,2022-09-18 02:01:55
381,Havelock,US,75.18,34.8791,-76.9013,92,99,5.39,2022-09-18 02:06:52
382,Luderitz,NA,54.86,-26.6481,15.1594,84,51,16.58,2022-09-18 02:06:52
383,Save,BJ,71.98,8.0425,2.486,98,100,5.53,2022-09-18 02:06:53
384,Honiara,SB,88.18,-9.4333,159.95,65,86,11.1,2022-09-18 02:06:53
385,Katsuura,JP,82.42,35.1333,140.3,86,75,18.37,2022-09-18 02:06:54
386,Mananjary,MG,64.2,-21.2167,48.3333,92,16,3.11,2022-09-18 02:06:54
387,Forssa,FI,48.67,60.8146,23.6215,96,100,5.46,2022-09-18 02:06:54
388,Coroico,BO,64.42,-16.1889,-67.7271,84,94,0.4,2022-09-18 02:06:55
389,Gouyave,GD,82.11,12.1646,-61.7296,78,100,16.04,2022-09-18 02:06:55
390,Palana,RU,45.39,59.1167,159.9667,58,7,16.69,2022-09-18 02:06:55
391,Cayenne,GF,78.84,4.9333,-52.3333,89,0,0.0,2022-09-18 02:06:56
392,Grindavik,IS,50.47,63.8424,-22.4338,87,100,17.27,2022-09-18 02:06:56
393,Zwedru,LR,68.76,6.0667,-8.1281,100,70,2.55,2022-09-18 02:06:57
394,Yanam,IN,80.24,16.7333,82.2167,82,100,7.16,2022-09-18 02:06:57
395,Salinas,US,66.29,36.6777,-121.6555,73,0,8.05,2022-09-18 02:06:05
396,Beloha,MG,65.53,-25.1667,45.05,68,1,5.32,2022-09-18 02:06:58
397,Uberaba,BR,68.68,-19.7483,-47.9319,66,0,10.54,2022-09-18 02:06:58
398,Itaguai,BR,67.62,-22.8522,-43.7753,84,19,2.95,2022-09-18 02:06:58
399,Coos Bay,US,59.31,43.3665,-124.2179,97,100,0.0,2022-09-18 02:06:59
400,Gornoye Loo,RU,72.79,43.7129,39.6049,50,97,7.14,2022-09-18 02:06:59
401,Boyolangu,ID,82.17,-8.1181,111.8935,65,40,8.41,2022-09-18 02:06:59
402,Dzhebariki-Khaya,RU,48.61,62.2167,135.8,59,100,2.33,2022-09-18 02:07:00
403,Maralal,KE,55.38,1.0968,36.698,79,7,4.09,2022-09-18 02:07:00
404,Airai,TL,79.36,-8.9266,125.4092,29,68,2.73,2022-09-18 02:07:01
405,Pangai,TO,76.95,-19.8,-174.35,80,9,14.36,2022-09-18 02:07:01
406,Gualeguay,AR,66.88,-33.1416,-59.3097,63,100,13.96,2022-09-18 02:07:02
407,Blagoyevo,RU,42.85,63.3667,47.9167,98,28,5.53,2022-09-18 02:07:02
408,Isangel,VU,80.73,-19.55,169.2667,67,8,10.6,2022-09-18 02:07:02
409,Tuatapere,NZ,60.3,-46.1333,167.6833,55,90,4.21,2022-09-18 02:07:03
410,Mianyang,CN,73.2,31.4593,104.7542,85,100,1.7,2022-09-18 02:07:03
411,Maningrida,AU,88.77,-12.0667,134.2667,49,99,8.86,2022-09-18 02:07:04
412,Kerema,PG,86.36,-7.9631,145.7785,68,83,10.42,2022-09-18 02:07:04
413,Eyrarbakki,IS,46.2,63.863,-21.1481,89,52,10.13,2022-09-18 02:07:05
414,Port-Gentil,GA,76.06,-0.7193,8.7815,84,100,12.84,2022-09-18 02:07:05
415,Kenai,US,57.29,60.5544,-151.2583,73,0,25.32,2022-09-18 02:07:05
416,Cornwall,CA,61.84,45.0181,-74.7281,94,0,0.0,2022-09-18 02:07:06
417,Ulladulla,AU,65.3,-35.35,150.4667,44,13,15.12,2022-09-18 02:07:06
418,Melilla,ES,75.58,35.2937,-2.9383,88,75,8.05,2022-09-18 02:08:07
419,Ozinki,RU,57.09,51.1786,49.6769,90,7,4.74,2022-09-18 02:08:07
420,Nevel,RU,45.81,56.0209,29.9284,91,85,4.83,2022-09-18 02:08:08
421,Merrill,US,69.98,45.1805,-89.6835,86,0,5.75,2022-09-18 02:08:08
422,Moose Factory,CA,45.34,51.2585,-80.6094,87,100,7.9,2022-09-18 02:08:09
423,Zheleznodorozhnyy,RU,46.92,55.7503,38.0042,87,100,5.99,2022-09-18 02:08:09
424,Beatrice,US,80.69,40.2681,-96.747,57,100,16.11,2022-09-18 02:08:09
425,Kalispell,US,62.38,48.1958,-114.3129,59,0,0.0,2022-09-18 02:03:21
426,Bullhead City,US,95.29,35.1478,-114.5683,20,0,13.8,2022-09-18 02:08:10
427,Thunder Bay,CA,59.97,48.4001,-89.3168,99,100,2.33,2022-09-18 02:04:59
428,Deputatskiy,RU,33.53,69.3,139.9,87,100,3.71,2022-09-18 02:08:11
429,Vila Franca Do Campo,PT,72.01,37.7167,-25.4333,90,100,4.21,2022-09-18 02:08:11
430,Elat,IL,78.64,29.5581,34.9482,57,0,4.61,2022-09-18 02:08:11
431,Turukhansk,RU,45.86,65.8167,87.9833,86,100,12.1,2022-09-18 02:08:12
432,Vajszlo,HU,49.32,45.8596,17.9841,93,54,10.76,2022-09-18 02:08:12
433,Ekhabi,RU,52.97,53.5102,142.9671,74,100,20.49,2022-09-18 02:08:13
434,Hovd,MN,44.92,48.0056,91.6419,52,63,2.06,2022-09-18 02:08:13
435,Chara,RU,41.81,56.9064,118.2631,53,8,10.94,2022-09-18 02:08:14
436,Yar-Sale,RU,45.27,66.8333,70.8333,79,65,10.31,2022-09-18 02:08:14
437,Pinawa,CA,55.58,50.1489,-95.8811,95,100,3.78,2022-09-18 02:04:40
438,Zamoly,HU,50.31,47.3167,18.4081,80,100,17.74,2022-09-18 02:08:15
439,Ilhabela,BR,62.58,-23.7781,-45.3581,82,8,4.34,2022-09-18 02:08:15
440,Sinnamary,GF,79.11,5.3833,-52.95,86,74,10.98,2022-09-18 02:08:15
441,Awbari,LY,81.18,26.5921,12.7805,14,0,6.85,2022-09-18 02:08:16
442,Kanniyakumari,IN,79.05,8.0833,77.5667,82,100,14.67,2022-09-18 02:08:16
443,Bandarbeyla,SO,77.2,9.4942,50.8122,76,97,15.5,2022-09-18 02:08:16
444,Port Hedland,AU,86.05,-20.3167,118.5667,21,0,8.05,2022-09-18 02:08:17
445,Tadine,NC,77.52,-21.55,167.8833,61,17,9.37,2022-09-18 02:08:17
446,Lagoa,PT,72.81,39.05,-27.9833,91,100,9.82,2022-09-18 02:08:18
447,Wysokie Mazowieckie,PL,47.82,52.9166,22.5171,92,100,4.94,2022-09-18 02:08:18
448,Brownsville,US,82.96,25.9018,-97.4975,79,0,5.75,2022-09-18 02:04:44
449,Peleduy,RU,36.57,59.6289,112.7406,70,12,7.4,2022-09-18 02:08:19
450,Nara,JP,87.96,34.6851,135.8049,64,100,14.79,2022-09-18 02:05:21
451,Bukachacha,RU,43.5,52.9833,116.9167,84,3,11.56,2022-09-18 02:08:19
452,Alofi,NU,76.91,-19.0595,-169.9187,80,20,12.35,2022-09-18 02:08:20
453,Bayanday,RU,48.18,53.0661,105.5139,57,59,8.01,2022-09-18 02:08:20
454,Olafsvik,IS,48.45,64.8945,-23.7142,82,24,9.51,2022-09-18 02:08:21
455,Timmins,CA,53.42,48.4669,-81.3331,100,100,5.75,2022-09-18 02:08:21
456,Anito,PH,89.26,12.4497,125.2886,60,100,4.03,2022-09-18 02:08:22
457,Souillac,MU,69.01,-20.5167,57.5167,80,25,14.14,2022-09-18 02:08:23
458,Fort Saint James,CA,49.23,54.4333,-124.25,69,42,2.06,2022-09-18 02:08:23
459,Kansanshi,ZM,60.69,-12.0951,26.4273,48,100,4.41,2022-09-18 02:08:23
460,Almaznyy,RU,64.27,48.0448,40.045,84,100,9.1,2022-09-18 02:08:24
461,Santander,ES,63.46,43.4647,-3.8044,69,0,5.75,2022-09-18 02:08:24
462,Povenets,RU,48.63,62.8487,34.8262,91,100,7.45,2022-09-18 02:09:25
463,Jardim,BR,70.92,-21.4803,-56.1381,49,0,8.63,2022-09-18 02:09:25
464,Ghugus,IN,77.16,19.9333,79.1333,90,58,4.47,2022-09-18 02:09:26
465,Ilebo,CD,71.29,-4.3167,20.5833,97,100,1.07,2022-09-18 02:09:26
466,Ugoofaaru,MV,81.43,5.6667,73.0,72,58,7.05,2022-09-18 02:09:26
467,Mezen,RU,46.78,65.8522,44.24,97,100,5.84,2022-09-18 02:09:27
468,Garcia,MX,83.57,25.8167,-100.5833,70,16,13.91,2022-09-18 02:08:14
469,Ust-Ishim,RU,46.89,57.6935,71.1665,60,90,8.86,2022-09-18 02:09:27
470,Talaya,RU,47.5,61.3833,152.75,34,13,7.43,2022-09-18 02:09:28
471,Kelvington,CA,53.24,52.1667,-103.5343,78,100,6.46,2022-09-18 02:09:28
472,Socorro,US,90.48,31.6546,-106.3033,24,40,11.5,2022-09-18 02:09:28
473,Tupik,RU,40.62,54.4253,119.9327,99,100,6.44,2022-09-18 02:09:29
474,Belebey,RU,56.93,54.1167,54.1167,99,100,5.28,2022-09-18 02:09:29
475,Hualmay,PE,61.93,-11.0964,-77.6139,86,36,13.8,2022-09-18 02:09:30
476,New Amsterdam,GY,77.7,6.25,-57.5167,93,64,4.85,2022-09-18 02:09:30
477,Khryashchevka,RU,55.15,53.8119,49.0916,78,100,0.65,2022-09-18 02:09:31
478,Gallup,US,69.64,35.5281,-108.7426,24,0,9.22,2022-09-18 02:09:31
479,Aksay,RU,74.25,47.26,39.87,43,100,1.01,2022-09-18 02:09:31
480,Yenagoa,NG,73.78,4.9247,6.2642,96,100,4.16,2022-09-18 02:09:32
481,Batouri,CM,66.6,4.4333,14.3667,99,100,1.83,2022-09-18 02:09:32
482,Bambanglipuro,ID,81.34,-7.95,110.2833,71,82,10.0,2022-09-18 02:09:32
483,Severnoye,RU,49.96,56.3491,78.3619,65,99,4.27,2022-09-18 02:09:33
484,Lensk,RU,37.69,60.7253,114.9278,55,46,11.12,2022-09-18 02:09:33
485,Vagay,RU,50.34,57.9375,69.0217,49,100,9.86,2022-09-18 02:09:34
486,Cockburn Town,TC,83.8,21.4612,-71.1419,77,73,18.99,2022-09-18 02:09:35
487,Seaside,US,66.36,36.6111,-121.8516,83,0,8.05,2022-09-18 02:08:30
488,Bondo,CD,68.67,3.8146,23.6866,100,100,2.46,2022-09-18 02:09:36
489,Nishihara,JP,82.45,26.1842,127.7558,91,75,31.07,2022-09-18 02:09:36
490,Lompoc,US,66.34,34.6391,-120.4579,78,20,12.66,2022-09-18 02:09:36
491,Nelson Bay,AU,71.65,-32.7167,152.15,46,100,11.01,2022-09-18 02:09:37
492,Soyo,AO,73.45,-6.1349,12.3689,83,50,5.53,2022-09-18 02:09:37
493,Pitimbu,BR,73.99,-7.4706,-34.8086,84,9,9.42,2022-09-18 02:09:37
494,Keuruu,FI,48.79,62.2667,24.7,99,100,1.61,2022-09-18 02:09:38
495,Zyryanka,RU,49.03,65.75,150.85,37,0,11.36,2022-09-18 02:09:38
496,Saint-Georges,GD,81.52,12.0564,-61.7485,81,100,14.67,2022-09-18 02:05:36
497,Gornopravdinsk,RU,48.54,60.05,69.9,57,100,10.8,2022-09-18 02:09:39
498,Wladyslawowo,PL,51.94,54.7909,18.4009,89,15,12.75,2022-09-18 02:09:39
499,Senador Canedo,BR,76.33,-16.7081,-49.0931,57,0,8.05,2022-09-18 02:04:46
500,Agogo,GH,67.35,6.8,-1.0819,99,85,4.34,2022-09-18 02:09:40
501,Altay,CN,55.69,47.8667,88.1167,27,0,2.3,2022-09-18 02:09:40
502,Aksu,CN,74.14,41.1231,80.2644,28,100,2.04,2022-09-18 02:09:40
503,Casper,US,55.99,42.8666,-106.3131,71,75,6.91,2022-09-18 02:09:41
504,Turtas,RU,50.34,58.9417,69.1325,51,100,10.94,2022-09-18 02:09:41
505,Tavda,RU,56.66,58.0425,65.2726,59,100,11.68,2022-09-18 02:09:42
506,Wichita,US,88.61,37.6922,-97.3375,46,75,20.71,2022-09-18 02:09:42
507,Xining,CN,57.69,36.6167,101.7667,79,100,0.76,2022-09-18 02:09:43
508,Bedesa,ET,63.27,8.9,40.7833,76,88,5.48,2022-09-18 02:09:43
509,Inuvik,CA,53.89,68.3499,-133.7218,62,90,12.68,2022-09-18 02:09:44
510,Nemuro,JP,67.41,43.3236,145.575,95,100,17.96,2022-09-18 02:10:44
511,Wuning,CN,80.8,29.2589,120.2311,65,29,7.11,2022-09-18 02:10:44
512,Bubaque,GW,79.57,11.2833,-15.8333,81,100,7.87,2022-09-18 02:10:45
513,Okato,NZ,60.91,-39.2,173.8833,50,94,10.56,2022-09-18 02:10:45
514,Galveston,US,83.17,29.3669,-94.9669,83,0,11.5,2022-09-18 02:07:03
515,Henties Bay,NA,54.39,-22.116,14.2845,95,42,4.21,2022-09-18 02:10:46
516,Anlu,CN,88.86,31.1661,112.5831,39,77,7.99,2022-09-18 02:10:46
517,Nyborg,DK,52.75,55.3127,10.7896,75,58,19.26,2022-09-18 02:10:47
518,Slonim,BY,46.31,53.0867,25.3219,87,100,1.01,2022-09-18 02:10:47
519,Villa Corzo,MX,69.62,16.1667,-93.25,98,100,2.57,2022-09-18 02:10:48
520,Miraflores,MX,63.25,19.2167,-98.8083,94,100,4.92,2022-09-18 02:10:48
521,Road Town,VG,80.69,18.4167,-64.6167,81,100,33.73,2022-09-18 02:10:49
522,Ouesso,CG,69.89,1.6136,16.0517,98,100,1.88,2022-09-18 02:10:49
523,Inirida,CO,73.17,3.8653,-67.9239,97,72,1.81,2022-09-18 02:10:49
524,Karla,EE,48.56,59.3723,24.9275,100,20,3.44,2022-09-18 02:10:50
525,Pacific Grove,US,66.45,36.6177,-121.9166,83,0,8.05,2022-09-18 02:08:28
526,Chumikan,RU,48.96,54.7183,135.315,89,100,20.62,2022-09-18 02:10:50
527,Korem,ET,55.76,12.5058,39.5228,68,68,1.97,2022-09-18 02:10:51
528,Canutama,BR,78.75,-6.5339,-64.3831,68,38,2.93,2022-09-18 02:10:51
529,Mankono,CI,69.67,8.0586,-6.1897,98,44,5.61,2022-09-18 02:10:52
530,Reus,ES,76.55,41.1561,1.1069,73,75,5.75,2022-09-18 02:10:52
531,Bud,US,73.67,39.447,-86.1758,74,4,6.85,2022-09-18 02:10:52
532,Vallenar,CL,54.07,-28.5708,-70.7581,68,0,2.1,2022-09-18 02:10:53
533,Griffith,US,78.89,41.5284,-87.4237,68,40,11.5,2022-09-18 02:10:53
534,Wahiawa,US,84.52,21.5028,-158.0236,57,100,10.36,2022-09-18 02:10:54
535,Codrington,AU,56.75,-38.2667,141.9667,63,10,20.69,2022-09-18 02:10:54
536,Yining,CN,87.98,29.0361,114.5636,40,6,2.89,2022-09-18 02:10:54
537,San Carlos De Bariloche,AR,40.24,-41.1456,-71.3082,91,100,8.05,2022-09-18 02:08:52
538,Mitu,CO,71.87,1.1983,-70.1733,96,88,0.96,2022-09-18 02:10:55
539,Harer,ET,58.95,9.3094,42.1258,79,41,4.76,2022-09-18 02:10:55
540,Kostyantynivka,UA,65.43,48.5277,37.7069,78,100,8.9,2022-09-18 02:10:56
541,Troitskoye,RU,47.91,52.9821,84.6757,52,0,8.43,2022-09-18 02:10:56
542,Port Moresby,PG,87.22,-9.4431,147.1797,70,40,13.8,2022-09-18 02:10:57
543,Greenfield,US,73.71,42.9614,-88.0126,79,0,4.61,2022-09-18 02:10:57
544,Aitape,PG,86.41,-3.1374,142.3475,63,37,6.96,2022-09-18 02:10:57
545,Denpasar,ID,82.06,-8.65,115.2167,83,40,5.75,2022-09-18 02:10:58
546,Coihaique,CL,38.01,-45.5752,-72.0662,92,50,3.15,2022-09-18 02:07:56
547,Zhezkazgan,KZ,39.18,47.8043,67.7144,45,0,8.95,2022-09-18 02:10:58
548,Den Helder,NL,57.18,52.9599,4.7593,70,75,20.0,2022-09-18 02:10:59
549,Piacabucu,BR,71.85,-10.4056,-36.4344,80,6,6.98,2022-09-18 02:10:59
550,Pilar,BR,67.93,-9.5972,-35.9567,90,10,3.13,2022-09-18 02:11:00
551,Itarema,BR,77.58,-2.9248,-39.9167,79,34,14.38,2022-09-18 02:06:14
552,Eureka,US,62.37,40.8021,-124.1637,78,100,1.99,2022-09-18 02:06:04
553,Majene,ID,82.18,-3.5403,118.9707,75,81,8.57,2022-09-18 02:07:18
554,Mantua,IT,54.55,45.1667,10.7833,88,2,4.0,2022-09-18 02:11:00
